7/1/2016 2:00,215
7/1/2016 3:00,292
7/1/2016 4:00,272
7/1/2016 5:00,213
7/1/2016 6:00,190
7/1/2016 7:00,178
7/1/2016 8:00,199
7/1/2016 9:00,187
7/1/2016 10:00,144
7/1/2016 11:00,172
7/1/2016 12:00,191
7/1/2016 13:00,200
7/1/2016 14:00,236
7/1/2016 15:00,187
7/1/2016 16:00,197
7/1/2016 17:00,174
7/1/2016 18:00,194
7/1/2016 19:00,199
7/1/2016 20:00,282
7/1/2016 21:00,311
7/1/2016 22:00,332
7/1/2016 23:00,338
7/2/2016 0:00,336
7/2/2016 1:00,296
7/2/2016 2:00,272
7/2/2016 3:00,252
7/2/2016 4:00,240
7/2/2016 5:00,199
7/2/2016 6:00,184
7/2/2016 7:00,190
7/2/2016 8:00,225
7/2/2016 9:00,221
7/2/2016 10:00,167
7/2/2016 11:00,171
7/2/2016 12:00,214
7/2/2016 13:00,215
7/2/2016 14:00,196
7/2/2016 15:00,198
7/2/2016 16:00,231
7/2/2016 17:00,258
7/2/2016 18:00,246
7/2/2016 19:00,314
7/2/2016 20:00,408
7/2/2016 21:00,431
7/2/2016 22:00,386
7/2/2016 23:00,369
7/3/2016 0:00,342
7/3/2016 1:00,326
7/3/2016 2:00,278
7/3/2016 3:00,272
7/3/2016 4:00,261
7/3/2016 5:00,219
7/3/2016 6:00,205
7/3/2016 7:00,215
7/3/2016 8:00,256
7/3/2016 9:00,287
7/3/2016 10:00,215
7/3/2016 11:00,191
7/3/2016 12:00,193
7/3/2016 13:00,219
7/3/2016 14:00,241
7/3/2016 15:00,256
7/3/2016 16:00,224
7/3/2016 17:00,225
7/3/2016 18:00,243
7/3/2016 19:00,302
7/3/2016 20:00,386
7/3/2016 21:00,409
7/3/2016 22:00,364
7/3/2016 23:00,338
7/4/2016 0:00,363
7/4/2016 1:00,337
7/4/2016 2:00,282
7/4/2016 3:00,271
7/4/2016 4:00,257
7/4/2016 5:00,222
7/4/2016 6:00,210
7/4/2016 7:00,222
7/4/2016 8:00,273
7/4/2016 9:00,279
7/4/2016 10:00,212
7/4/2016 11:00,210
7/4/2016 12:00,239
7/4/2016 13:00,250
7/4/2016 14:00,244
7/4/2016 15:00,236
7/4/2016 16:00,243
7/4/2016 17:00,245
7/4/2016 18:00,231
7/4/2016 19:00,294
7/4/2016 20:00,396
7/4/2016 21:00,409
7/4/2016 22:00,349
7/4/2016 23:00,368
7/5/2016 0:00,401
7/5/2016 1:00,358
7/5/2016 2:00,307
7/5/2016 3:00,289
7/5/2016 4:00,254
7/5/2016 5:00,218
7/5/2016 6:00,202
7/5/2016 7:00,220
7/5/2016 8:00,268
7/5/2016 9:00,273
7/5/2016 10:00,219
7/5/2016 11:00,186
7/5/2016 12:00,157
7/5/2016 13:00,177
7/5/2016 14:00,186
7/5/2016 15:00,179
7/5/2016 16:00,191
7/5/2016 17:00,199
7/5/2016 18:00,206
7/5/2016 19:00,279
7/5/2016 20:00,417
7/5/2016 21:00,447
7/5/2016 22:00,380
7/5/2016 23:00,382
7/6/2016 0:00,416
7/6/2016 1:00,376
7/6/2016 2:00,304
7/6/2016 3:00,255
7/6/2016 4:00,252
7/6/2016 5:00,209
7/6/2016 6:00,199
7/6/2016 7:00,211
7/6/2016 8:00,247
7/6/2016 9:00,272
7/6/2016 10:00,227
7/6/2016 11:00,242
7/6/2016 12:00,240
7/6/2016 13:00,211
7/6/2016 14:00,214
7/6/2016 15:00,187
7/6/2016 16:00,192
7/6/2016 17:00,207
7/6/2016 18:00,201
7/6/2016 19:00,233
7/6/2016 20:00,375
7/6/2016 21:00,387
7/6/2016 22:00,415
7/6/2016 23:00,359
7/7/2016 0:00,357
7/7/2016 1:00,323
7/7/2016 2:00,315
7/7/2016 3:00,266
7/7/2016 4:00,231
7/7/2016 5:00,183
7/7/2016 6:00,167
7/7/2016 7:00,176
7/7/2016 8:00,210
7/7/2016 9:00,207
7/7/2016 10:00,169
7/7/2016 11:00,215
7/7/2016 12:00,229
7/7/2016 13:00,232
7/7/2016 14:00,232
7/7/2016 15:00,212
7/7/2016 16:00,229
7/7/2016 17:00,249
